PI4KB,Pi4kb
PLA2G1B,Pla2g1b
PLA2G2A,Pla2g2a
PLA2G2C,Pla2g2c
PLA2G2D,Pla2g2d
PLA2G2E,Pla2g2e
PLA2G2F,Pla2g2f
PLA2G3,Pla2g3
PLA2G4A,Pla2g4a
PLA2G4B,Pla2g4b
PLA2G4C,Pla2g4c
PLA2G4D,Pla2g4d
PLA2G4E,Pla2g4e
PLA2G4F,Pla2g4f
PLA2G5,Pla2g5
PLA2G6,Pla2g6
PLA2G7,Pla2g7
PLA2R1,Pla2r1
PLAA,Plaa
PLAAT1,Plaat1
PLAAT3,Plaat3
PLAAT5,Plaat5
PLAC1,Plac1
PLAC8,Plac8
PLAC8L1,Plac8l1
PLAC9,Plac9
PLAG1,Plag1
PLAGL1,Plagl1
PLAGL2,Plagl2
PLAT,Plat
PLAU,Plau
PLAUR,Plaur
PLB1,Plb1
PLBD1,Plbd1
PLBD2,Plbd2
PLCB1,Plcb1
PLCB2,Plcb2
PLCB3,Plcb3
PLCB4,Plcb4
PLCD1,Plcd1
PLCD3,Plcd3
PLCD4,Plcd4
PLCE1,Plce1
PLCG1,Plcg1
PLCG2,Plcg2
PLCH1,Plch1
PLCH2,Plch2
PLCL1,Plcl1
PLCL2,Plcl2
PLCXD1,Plcxd1
PLCXD2,Plcxd2
PLCXD3,Plcxd3
PLCZ1,Plcz1
PLD1,Pld1
PLD2,Pld2
PLD3,Pld3
PLD4,Pld4
PLD5,Pld5
PLD6,Pld6
PLEC,Plec
PLEK,Plek
PLEK2,Plek2
PLEKHA1,Plekha1
PLEKHA2,Plekha2
PLEKHA3,Plekha3
PLEKHA4,Plekha4
PLEKHA5,Plekha5
PLEKHA6,Plekha6
PLEKHA7,Plekha7
PLEKHA8,Plekha8
PLEKHA8P1,Plekha8
PLEKHB1,Plekhb1
PLEKHB2,Plekhb2
PLEKHD1,Plekhd1
PLEKHF1,Plekhf1
PLEKHF2,Plekhf2
PLEKHG1,Plekhg1
PLEKHG2,Plekhg2
PLEKHG3,Plekhg3
PLEKHG4,Plekhg4
PLEKHG5,Plekhg5
PLEKHG6,Plekhg6
PLEKHH1,Plekhh1
PLEKHH2,Plekhh2
PLEKHH3,Plekhh3
PLEKHJ1,Plekhj1
PLEKHM1,Plekhm1
PLEKHM2,Plekhm2
PLEKHM3,Plekhm3
PLEKHN1,Plekhn1
PLEKHO1,Plekho1
PLEKHO2,Plekho2
PLEKHS1,Plekhs1
PLET1,Plet1
PLG,Plg
PLGRKT,Plgrkt
PLIN1,Plin1
PLIN2,Plin2
PLIN3,Plin3
PLIN4,Plin4
PLIN5,Plin5
PLK1,Plk1
PLK2,Plk2
PLK3,Plk3
PLK4,Plk4
PLK5,Plk5
PLLP,Pllp
PLN,Pln
PLOD1,Plod1
PLOD2,Plod2
PLOD3,Plod3
PLP1,Plp1
PLP2,Gm6169
PLP2,Plp2
PLPBP,Plpbp
PLPP1,Plpp1
PLPP2,Plpp2
PLPP3,Plpp3
PLPP4,Plpp4
PLPP5,Plpp5
PLPP6,Plpp6
PLPP7,Plpp7
PLPPR1,Plppr1
PLPPR2,Plppr2
PLPPR3,Plppr3
PLPPR4,Plppr4
PLPPR5,Plppr5
PLRG1,Plrg1
PLS1,Pls1
PLS3,Pls3
PLSCR1,Plscr1
PLSCR1,Plscr2
PLSCR2,Plscr2
PLSCR3,Plscr3
PLSCR4,Plscr4
PLSCR5,Plscr5
PLTP,Pltp
PLUT,Plut
PLVAP,Plvap
PLXDC1,Plxdc1
PLXDC2,Plxdc2
PLXNA1,Plxna1
PLXNA2,Plxna2
PLXNA3,Plxna3
PLXNA4,Plxna4
PLXNB1,Plxnb1
PLXNB2,Plxnb2
PLXNB3,Plxnb3
PLXNC1,Plxnc1
PLXND1,Plxnd1
PM20D1,Pm20d1
PM20D2,Pm20d2
PMAIP1,Pmaip1
PMCH,Pmch
PMCHL1,Pmch
PMCHL2,Pmch
PMEL,Pmel
PMEPA1,Pmepa1
PMF1,Pmf1
PMF1-BGLAP,Pmf1
PMFBP1,Pmfbp1
PMIS2,Pmis2
PML,Pml
PMM1,Pmm1
PMM2,Pmm2
PMP2,Pmp2
PMP22,Pmp22
PMPCA,Pmpca
PMPCB,Pmpcb
PMS1,Pms1
PMS2,Pms2
PMS2P1,Pms2
PMS2P2,Pms2
PMS2P6,Pms2
PMVK,Pmvk
PNCK,Pnck
PNISR,Pnisr
PNKD,Pnkd
PNKP,Pnkp
PNLDC1,Pnldc1
PNLIP,Pnlip
PNLIPRP1,Pnliprp1
PNLIPRP2,Pnliprp2
PNMA1,Pnma1
PNMA2,Pnma2
PNMA3,Pnma3
PNMA5,Pnma5
PNMA6E,Gm18336
PNMA6F,Gm18336
PNMA8A,Pnma8a
PNMA8B,Pnma8b
PNMA8C,Pnma8c
PNMT,Pnmt
PNN,Pnn
PNO1,Pno1
PNOC,Pnoc
PNP,Pnp
PNP,Pnp2
PNPLA1,Pnpla1
PNPLA2,Pnpla2
PNPLA3,Pnpla3
PNPLA5,Pnpla5
PNPLA6,Pnpla6
PNPLA7,Pnpla7
PNPLA8,Pnpla8
PNPO,Pnpo
PNPT1,Pnpt1
PNRC1,Pnrc1
PNRC2,Pnrc2
POC1A,Poc1a
POC1B,Poc1b
POC1B-GALNT4,Galnt4
POC5,Poc5
PODN,Podn
PODNL1,Podnl1
PODXL,Podxl
PODXL2,Podxl2
POF1B,Pof1b
POFUT1,Pofut1
POFUT2,Pofut2
POGK,Pogk
POGLUT1,Poglut1
POGLUT2,Poglut2
POGLUT3,Poglut3
POGZ,Pogz
POLA1,Pola1
POLA2,Pola2
POLB,Polb
POLD1,Pold1
POLD2,Pold2
POLD3,Pold3
POLD4,Pold4
POLDIP2,Poldip2
POLDIP3,Poldip3
POLE,Pole
POLE2,Pole2
POLE3,Pole3
POLE4,Pole4
POLG,Polg
POLG2,Polg2
POLH,Polh
POLI,Poli
POLK,Polk
POLL,Poll
POLM,Polm
POLN,Poln
POLQ,Polq
POLR1A,Polr1a
POLR1B,Polr1b
POLR1C,Polr1c
POLR1D,Polr1d
POLR1E,Polr1e
POLR1F,Polr1f
POLR1G,Cd3eap
POLR1H,Polr1h
POLR1HASP,Polr1has
POLR2A,Polr2a
POLR2B,Polr2b
POLR2C,Polr2c
POLR2D,Polr2d
POLR2E,Polr2e
POLR2F,Polr2f
POLR2G,Polr2g
POLR2H,Polr2h
POLR2I,Polr2i
POLR2J,Polr2j
POLR2J2,Polr2j
POLR2J3,Polr2j
POLR2K,Polr2k
POLR2L,Polr2l
POLR2M,Myzap
POLR2M,Polr2m
POLR3A,Polr3a
POLR3B,Polr3b
POLR3C,Polr3c
POLR3D,Polr3d
POLR3E,Polr3e
POLR3F,Polr3f
POLR3G,Polr3g
POLR3GL,Polr3gl
POLR3H,Polr3h
POLR3K,Polr3k
POLRMT,Polrmt
POM121,Pom121
POM121B,Pom121
POM121C,Pom121
POM121L12,Pom121l12
POM121L2,Pom121l2
POMC,Pomc
POMGNT1,Pomgnt1
POMGNT2,Pomgnt2
POMK,Pomk
POMP,Pomp
POMT1,Pomt1
POMT2,Pomt2
PON1,Pon1
PON2,Pon2
PON3,Pon3
POP1,Pop1
POP4,Pop4
POP5,Pop5
POP7,Pop7
POPDC2,Popdc2
POPDC3,Popdc3
POR,Por
PORCN,Porcn
POSTN,Postn
POT1,Pot1a
POT1,Pot1b
POTEA,Potefam1
POTEA,Potegl
POTEA,Potefam2
POTEB,Potefam1
POTEB,Potegl
POTEB,Potefam2
POTEB2,Potefam2
POTEB2,Potefam1
POTEB2,Potegl
POTEB3,Potefam1
POTEB3,Potegl
POTEB3,Potefam2
POTEC,Potefam1
POTEC,Potefam2
POTEC,Potegl
POTED,Potegl
POTED,Potefam2
POTED,Potefam1
POTEE,Potefam1
POTEF,Potefam1
POTEG,Potefam1
POTEG,Potegl
POTEG,Potefam2
POTEH,Potefam2
POTEH,Potegl
POTEH,Potefam1
POTEI,Potefam1
POTEJ,Potefam3b
POTEJ,Potefam3e
POTEJ,Potefam3c
POTEJ,Potefam3a
POTEJ,Potefam3d
POTEM,Potefam2
POTEM,Potegl
POTEM,Potefam1
POU1F1,Pou1f1
POU2AF1,Pou2af1
POU2AF2,Pou2af2
POU2AF3,Pou2af3
POU2F1,Pou2f1
POU2F2,Pou2f2
POU2F3,Pou2f3
POU3F1,Pou3f1
POU3F2,Pou3f2
POU3F3,Pou3f3
POU3F4,Pou3f4
POU4F1,Pou4f1
POU4F2,Pou4f2
POU4F3,Pou4f3
POU5F1,Pou5f1
POU5F1B,Pou5f1
POU5F2,Pou5f2
POU6F1,Pou6f1
POU6F2,Pou6f2
PP2D1,Pp2d1
PPA1,Ppa1
PPA2,Ppa2
PPAN,Ppan
PPAN-P2RY11,Ppan
PPARA,Ppara
PPARD,Ppard
PPARG,Pparg
PPARGC1A,Ppargc1a
PPARGC1B,Ppargc1b
PPAT,Ppat
PPBP,Ppbp
PPCDC,Ppcdc
PPCS,Ppcs
PPDPF,Ppdpf
PPEF1,Ppef1
PPEF2,Ppef2
PPFIA1,Ppfia1
PPFIA2,Ppfia2
PPFIA3,Ppfia3
PPFIA4,Ppfia4
PPFIBP1,Ppfibp1
PPFIBP2,Ppfibp2
PPHLN1,Pphln1
PPIA,Ppia
PPIB,Ppib
PPIC,Ppic
PPID,Ppid
PPIE,Ppie
PPIF,Ppif
PPIG,Ppig
PPIH,Gm7879
PPIH,Ppih
PPIL1,Ppil1
PPIL2,Ppil2
PPIL3,Ppil3
PPIL4,Ppil4
PPIL6,Ppil6
PPIP5K1,Ppip5k1
PPIP5K2,Ppip5k2
PPL,Ppl
PPM1A,Ppm1a
PPM1B,Ppm1b
PPM1D,Ppm1d
PPM1E,Ppm1e
PPM1F,Ppm1f
PPM1G,Ppm1g
PPM1H,Ppm1h
PPM1J,Ppm1j
PPM1K,Ppm1k
PPM1L,Ppm1l
PPM1M,Ppm1m
PPM1N,Ppm1n
PPME1,Ppme1
PPOX,Ppox
PPP1CA,Ppp1ca
PPP1CB,Ppp1cb
PPP1CC,Ppp1cc
PPP1CC,Ppp1ccb
PPP1R10,Ppp1r10
PPP1R11,Ppp1r11
PPP1R12A,Ppp1r12a
PPP1R12B,Ppp1r12b
PPP1R12C,Ppp1r12c
PPP1R13B,Ppp1r13b
PPP1R13L,Ppp1r13l
PPP1R14A,Ppp1r14a
PPP1R14B,Ppp1r14bl
PPP1R14B,Ppp1r14b
PPP1R14C,Ppp1r14c
PPP1R14D,Ppp1r14d
PPP1R15A,Ppp1r15a
PPP1R15B,Ppp1r15b
PPP1R16A,Ppp1r16a
PPP1R16B,Ppp1r16b
PPP1R17,Ppp1r17
PPP1R18,Ppp1r18
PPP1R1A,Ppp1r1a
PPP1R1B,Ppp1r1b
PPP1R1C,Ppp1r1c
PPP1R2,Ppp1r2
PPP1R21,Ppp1r21
PPP1R26,Ppp1r26
PPP1R27,Ppp1r27
PPP1R2B,Ppp1r2
PPP1R2P1,Ppp1r2
PPP1R32,Ppp1r32
PPP1R35,Ppp1r35
PPP1R36,Ppp1r36
PPP1R37,Ppp1r37
PPP1R3A,Ppp1r3a
PPP1R3B,Ppp1r3b
PPP1R3C,Ppp1r3c
PPP1R3D,Ppp1r3d
PPP1R3E,Ppp1r3e
PPP1R3F,Ppp1r3f
PPP1R3G,Ppp1r3g
PPP1R42,Ppp1r42
PPP1R7,Ppp1r7
PPP1R8,Ppp1r8
PPP1R9A,Ppp1r9a
PPP1R9B,Ppp1r9b
PPP2CA,Ppp2ca
PPP2CB,Ppp2cb
PPP2R1A,Ppp2r1a
PPP2R1B,Ppp2r1b
PPP2R2A,Ppp2r2a
PPP2R2B,Ppp2r2b
PPP2R2C,Ppp2r2c
PPP2R2D,Ppp2r2d
PPP2R3A,Ppp2r3a
PPP2R3B,Ppp2r3d
PPP2R3C,Ppp2r3c
PPP2R5A,Ppp2r5a
PPP2R5B,Ppp2r5b
PPP2R5C,Ppp2r5c
PPP2R5D,Ppp2r5d
PPP2R5E,Ppp2r5e
PPP3CA,Ppp3ca
PPP3CB,Ppp3cb
PPP3CC,Ppp3cc
PPP3R1,Ppp3r1
PPP3R2,Ppp3r2
PPP4C,Ppp4c
PPP4R1,Ppp4r1
PPP4R2,Ppp4r2
PPP4R3A,Ppp4r3a
PPP4R3B,Ppp4r3b
PPP4R3C,4930415L06Rik
PPP4R3C,4932429P05Rik
PPP4R4,Ppp4r4
PPP5C,Ppp5c
PPP6C,Ppp6c
PPP6R1,Ppp6r1
PPP6R2,Ppp6r2
PPP6R3,Ppp6r3
PPRC1,Pprc1
PPT1,Ppt1
PPT2,Ppt2
PPTC7,Pptc7
PPWD1,Ppwd1
PPY,Ppy
PQBP1,Pqbp1
PRADC1,Pradc1
PRAF2,Praf2
PRAG1,Prag1
PRAM1,Pram1
PRAME,Pramel13
PRAMEF1,Pramel37
PRAMEF1,Pramel33
PRAMEF1,Pramel49
PRAMEF1,Pramel32
PRAMEF1,Pramel38
PRAMEF1,Pramel30
PRAMEF1,Pramel42
PRAMEF1,Pramel35
PRAMEF1,Gm6351
PRAMEF1,Pramel11
PRAMEF1,Pramel18
PRAMEF1,Pramel44
PRAMEF1,Gm16513
PRAMEF1,Pramel34
PRAMEF1,Pramel20
PRAMEF1,Pramel13
PRAMEF1,Pramel40
PRAMEF1,Pramel5
PRAMEF1,Pramel41
PRAMEF1,Gm7982
PRAMEF1,Pramel16
PRAMEF1,Pramel36
PRAMEF1,Gm3286
PRAMEF1,Gm3183
PRAMEF1,Pramel43
PRAMEF1,Pramel39
PRAMEF1,Pramel48
PRAMEF1,Pramel45
PRAMEF1,Pramel50
PRAMEF1,Pramel17
PRAMEF1,Pramel19
PRAMEF1,Gm13102
PRAMEF1,Pramel47
PRAMEF1,Pramel28
PRAMEF1,Pramel46
PRAMEF1,Pramel21
PRAMEF1,Pramel24
PRAMEF1,Pramel31
PRAMEF1,E330014E10Rik
PRAMEF10,Pramel40
PRAMEF10,E330014E10Rik
PRAMEF10,Pramel49
PRAMEF10,Gm6367
PRAMEF10,Pramel30
PRAMEF10,Pramel50
PRAMEF10,Pramel28
PRAMEF10,Pramel16
PRAMEF10,Pramel23
PRAMEF10,Pramel43
PRAMEF10,Pramel33
PRAMEF10,Pramel24
PRAMEF10,Pramel47
PRAMEF10,Pramel32
PRAMEF10,Pramel35
PRAMEF10,Pramel44
PRAMEF10,Gm6205
PRAMEF10,Gm13102
PRAMEF10,Pramel42
PRAMEF10,Gm6351
PRAMEF10,Pramel19
PRAMEF10,Pramel48
PRAMEF10,Pramel37
PRAMEF10,Pramel17
PRAMEF10,Pramel45
PRAMEF10,Pramel18
PRAMEF10,Pramel11
PRAMEF10,Pramel36
PRAMEF10,Gm3286
PRAMEF10,Pramel21
PRAMEF10,Gm7982
PRAMEF10,Pramel39
PRAMEF10,Pramel34
PRAMEF10,Gm16513
PRAMEF10,Pramel5
PRAMEF10,Pramel38
PRAMEF10,Pramel31
PRAMEF10,Pramel41
PRAMEF10,Pramel46
PRAMEF10,Pramel20
PRAMEF10,Gm3183
PRAMEF10,Pramel13
PRAMEF11,Gm3183
PRAMEF11,Pramel5
PRAMEF11,Pramel24
PRAMEF11,Pramel41
PRAMEF11,Pramel43
PRAMEF11,Pramel38
PRAMEF11,Pramel50
PRAMEF11,Pramel31
PRAMEF11,Pramel37
PRAMEF11,Pramel13
PRAMEF11,Pramel33
PRAMEF11,Pramel48
PRAMEF11,Pramel32
PRAMEF11,Pramel35
PRAMEF11,Pramel21
PRAMEF11,Gm6367
PRAMEF11,Gm7982
PRAMEF11,Pramel28
PRAMEF11,Pramel11
PRAMEF11,Pramel18
PRAMEF11,Pramel47
PRAMEF11,Gm3286
PRAMEF11,Pramel46
PRAMEF11,Pramel17
PRAMEF11,Pramel40
PRAMEF11,Gm16513
PRAMEF11,Pramel36
PRAMEF11,Gm13102
PRAMEF11,Pramel20
PRAMEF11,Gm6351
PRAMEF11,Pramel42
PRAMEF11,Pramel16
PRAMEF11,Pramel19
PRAMEF11,Pramel49
PRAMEF11,Pramel30
PRAMEF11,E330014E10Rik
PRAMEF11,Pramel44
PRAMEF11,Pramel39
PRAMEF11,Pramel34
PRAMEF11,Pramel45
PRAMEF12,Pramel33
PRAMEF12,Gm7982
PRAMEF12,Pramel40
PRAMEF12,Pramel31
PRAMEF12,Pramel18
PRAMEF12,Pramel21
PRAMEF12,Gm6351
PRAMEF12,Pramel28
PRAMEF12,Pramel50
PRAMEF12,Pramel30
PRAMEF12,Gm6367
PRAMEF12,Pramel49
PRAMEF12,Pramel48
PRAMEF12,Pramel42
PRAMEF12,Pramel38
PRAMEF12,Pramel35
PRAMEF12,E330014E10Rik
PRAMEF12,Pramel5
PRAMEF12,Pramel43
PRAMEF12,Gm6205
PRAMEF12,Pramel41
PRAMEF12,Pramel19
PRAMEF12,Pramel44
PRAMEF12,Pramel47
PRAMEF12,Pramel37
PRAMEF12,Pramel11
PRAMEF12,Gm16513
PRAMEF12,Pramel39
PRAMEF12,Pramel24
PRAMEF12,Pramel16
PRAMEF12,Pramel34
PRAMEF12,Pramel13
PRAMEF12,Pramel46
PRAMEF12,Pramel45
PRAMEF12,Pramel17
PRAMEF12,Pramel32
PRAMEF12,Pramel36
PRAMEF12,Gm13102
PRAMEF12,Gm3286
PRAMEF12,Gm3183
PRAMEF12,Pramel20
PRAMEF13,Pramel11
PRAMEF13,Pramel5
PRAMEF13,Pramel33
PRAMEF13,E330014E10Rik
PRAMEF13,Pramel46
PRAMEF13,Gm6205
PRAMEF13,Pramel39
PRAMEF13,Pramel12
PRAMEF13,Pramel34
PRAMEF13,Pramel30
PRAMEF13,Pramel21
PRAMEF13,Pramel37
PRAMEF13,Pramel49
PRAMEF13,Pramel18
PRAMEF13,Pramel24
PRAMEF13,Pramel50
PRAMEF13,Pramel35
PRAMEF13,Gm3183
PRAMEF13,Pramel28
PRAMEF13,Pramel16
PRAMEF13,Pramel15
PRAMEF13,Pramel20
PRAMEF13,Pramel48
PRAMEF13,Pramel17
PRAMEF13,Pramel47
PRAMEF13,Pramel36
PRAMEF13,Pramel31
PRAMEF13,Pramel45
PRAMEF13,Gm6351
PRAMEF13,Pramel43
PRAMEF13,Gm7982
PRAMEF13,Gm16513
PRAMEF13,Pramel32
PRAMEF13,Pramel44
PRAMEF13,Pramel19
PRAMEF13,Pramel38
PRAMEF13,Gm3286
PRAMEF13,Pramel40
PRAMEF13,Pramel13
PRAMEF13,Gm13102
PRAMEF13,Pramel41
PRAMEF13,Pramel42
PRAMEF15,Pramel46
PRAMEF15,Pramel45
PRAMEF15,Pramel38
PRAMEF15,Pramel47
PRAMEF15,Pramel28
PRAMEF15,Pramel16
PRAMEF15,Pramel39
PRAMEF15,Pramel42
PRAMEF15,Pramel50
PRAMEF15,Pramel19
PRAMEF15,Pramel37
PRAMEF15,Gm7982
PRAMEF15,Pramel49
PRAMEF15,Gm6351
PRAMEF15,Pramel41
PRAMEF15,Pramel32
PRAMEF15,Pramel36
PRAMEF15,Gm13102
PRAMEF15,E330014E10Rik
PRAMEF15,Pramel43
PRAMEF15,Gm16513
PRAMEF15,Pramel30
PRAMEF15,Pramel13
PRAMEF15,Pramel48
PRAMEF15,Pramel24
PRAMEF15,Pramel44
PRAMEF15,Gm3183
PRAMEF15,Pramel11
PRAMEF15,Pramel33
PRAMEF15,Gm3286
PRAMEF15,Pramel20
PRAMEF15,Pramel21
PRAMEF15,Pramel40
PRAMEF15,Pramel5
PRAMEF15,Pramel31
PRAMEF15,Pramel34
PRAMEF15,Pramel35
PRAMEF15,Pramel18
PRAMEF15,Pramel17
PRAMEF17,Pramel5
PRAMEF17,Pramel50
PRAMEF17,Pramel18
PRAMEF17,Gm13102
PRAMEF17,Pramel16
PRAMEF17,Pramel49
PRAMEF17,Gm16513
PRAMEF17,Pramel42
PRAMEF17,Gm7982
PRAMEF17,Pramel35
PRAMEF17,Pramel37
PRAMEF17,Pramel41
PRAMEF17,Pramel31
PRAMEF17,Pramel36
PRAMEF17,Pramel44
PRAMEF17,E330014E10Rik
PRAMEF17,Pramel43
PRAMEF17,Pramel28
PRAMEF17,Pramel46
PRAMEF17,Pramel32
PRAMEF17,Pramel47
PRAMEF17,Pramel30
PRAMEF17,Pramel13
PRAMEF17,Pramel40
PRAMEF17,Pramel20
PRAMEF17,Pramel19
PRAMEF17,Pramel45
PRAMEF17,Pramel39
PRAMEF17,Pramel34
PRAMEF17,Pramel11
PRAMEF17,Pramel21
PRAMEF17,Pramel48
PRAMEF17,Pramel38
PRAMEF17,Gm3286
PRAMEF17,Pramel17
PRAMEF17,Gm3183
PRAMEF17,Pramel24
PRAMEF17,Gm6351
PRAMEF17,Pramel33
PRAMEF18,E330014E10Rik
PRAMEF18,Gm13102
PRAMEF18,Pramel46
PRAMEF18,Pramel43
PRAMEF18,Pramel39
PRAMEF18,Pramel50
PRAMEF18,Pramel40
PRAMEF18,Gm6205
PRAMEF18,Gm3183
PRAMEF18,Pramel36
PRAMEF18,Pramel17
PRAMEF18,Pramel18
PRAMEF18,Pramel38
PRAMEF18,Pramel33
PRAMEF18,Gm6351
PRAMEF18,Pramel42
PRAMEF18,Gm7982
PRAMEF18,Gm6367
PRAMEF18,Pramel5
PRAMEF18,Pramel34
PRAMEF18,Pramel13
PRAMEF18,Pramel11
PRAMEF18,Pramel35
PRAMEF18,Pramel45
PRAMEF18,Gm16513
PRAMEF18,Pramel32
PRAMEF18,Pramel48
PRAMEF18,Pramel30
PRAMEF18,Pramel41
PRAMEF18,Pramel44
PRAMEF18,Pramel28
PRAMEF18,Gm3286
PRAMEF18,Pramel19
PRAMEF18,Pramel20
PRAMEF18,Pramel21
PRAMEF18,Pramel49
PRAMEF18,Pramel31
PRAMEF18,Pramel16
PRAMEF18,Pramel37
PRAMEF18,Pramel24
PRAMEF18,Pramel47
PRAMEF19,Gm7982
PRAMEF19,Pramel50
PRAMEF19,Pramel32
PRAMEF19,Pramel17
PRAMEF19,Gm6351
PRAMEF19,Pramel11
PRAMEF19,Pramel24
PRAMEF19,Pramel48
PRAMEF19,Pramel31
PRAMEF19,Pramel39
PRAMEF19,Gm6367
PRAMEF19,Pramel5
PRAMEF19,Pramel41
PRAMEF19,Pramel47
PRAMEF19,Gm3286
PRAMEF19,Pramel20
PRAMEF19,Pramel33
PRAMEF19,Pramel21
PRAMEF19,Pramel42
PRAMEF19,Pramel49
PRAMEF19,Pramel46
PRAMEF19,Gm3183
PRAMEF19,Pramel45
PRAMEF19,E330014E10Rik
PRAMEF19,Pramel16
PRAMEF19,Gm13102
PRAMEF19,Pramel44
PRAMEF19,Pramel30
PRAMEF19,Pramel43
PRAMEF19,Gm6205
PRAMEF19,Pramel19
PRAMEF19,Pramel37
PRAMEF19,Pramel28
PRAMEF19,Pramel34
PRAMEF19,Pramel13
PRAMEF19,Pramel38
PRAMEF19,Pramel36
PRAMEF19,Pramel40
PRAMEF19,Gm16513
PRAMEF19,Pramel18
PRAMEF19,Pramel35
PRAMEF2,Pramel43
PRAMEF2,E330014E10Rik
PRAMEF2,Pramel17
PRAMEF2,Gm6205
PRAMEF2,Pramel49
PRAMEF2,Pramel48
PRAMEF2,Pramel18
PRAMEF2,Gm13102
PRAMEF2,Pramel41
PRAMEF2,Pramel34
PRAMEF2,Pramel20
PRAMEF2,Pramel28
PRAMEF2,Pramel42
PRAMEF2,Gm6351
PRAMEF2,Pramel24
PRAMEF2,Pramel30
PRAMEF2,Pramel21
PRAMEF2,Gm7982
PRAMEF2,Gm16513
PRAMEF2,Pramel19
PRAMEF2,Pramel31
PRAMEF2,Pramel40
PRAMEF2,Pramel38
PRAMEF2,Pramel39
PRAMEF2,Pramel50
PRAMEF2,Pramel23
PRAMEF2,Pramel37
PRAMEF2,Pramel36
PRAMEF2,Pramel5
PRAMEF2,Pramel16
PRAMEF2,Pramel45
PRAMEF2,Gm3286
PRAMEF2,Pramel11
PRAMEF2,Pramel35
PRAMEF2,Pramel44
PRAMEF2,Pramel46
PRAMEF2,Gm6367
PRAMEF2,Pramel47
PRAMEF2,Gm3183
PRAMEF2,Pramel32
PRAMEF2,Pramel33
PRAMEF20,Pramel39
PRAMEF20,Pramel19
PRAMEF20,Pramel46
PRAMEF20,Pramel24
PRAMEF20,Pramel32
PRAMEF20,Pramel31
PRAMEF20,E330014E10Rik
PRAMEF20,Gm3286
PRAMEF20,Pramel33
PRAMEF20,Pramel16
PRAMEF20,Gm7982
PRAMEF20,Pramel20
PRAMEF20,Pramel47
PRAMEF20,Pramel18
PRAMEF20,Gm6367
PRAMEF20,Pramel40
PRAMEF20,Pramel45
PRAMEF20,Gm6351
PRAMEF20,Gm16513
PRAMEF20,Pramel17
PRAMEF20,Pramel37
PRAMEF20,Pramel28
PRAMEF20,Pramel11
PRAMEF20,Pramel44
PRAMEF20,Pramel15
PRAMEF20,Pramel48
PRAMEF20,Pramel30
PRAMEF20,Pramel50
PRAMEF20,Pramel42
PRAMEF20,Pramel49
PRAMEF20,Pramel21
PRAMEF20,Pramel13
PRAMEF20,Pramel36
PRAMEF20,Pramel43
PRAMEF20,Gm3183
PRAMEF20,Pramel41
PRAMEF20,Pramel35
PRAMEF20,Pramel34
PRAMEF20,Gm13102
PRAMEF20,Pramel5
PRAMEF20,Pramel38
PRAMEF22,Pramel13
PRAMEF25,Pramel28
PRAMEF25,Gm3183
PRAMEF25,Pramel30
PRAMEF25,Pramel33
PRAMEF25,Gm6351
PRAMEF25,Pramel34
PRAMEF25,Pramel5
PRAMEF25,Gm6367
PRAMEF25,Pramel16
PRAMEF25,Pramel18
PRAMEF25,Pramel42
PRAMEF25,Pramel44
PRAMEF25,Gm13102
PRAMEF25,Gm16513
PRAMEF25,Pramel38
PRAMEF25,Pramel32
PRAMEF25,Pramel41
PRAMEF25,Pramel46
PRAMEF25,Pramel36
PRAMEF25,Pramel47
PRAMEF25,Pramel49
PRAMEF25,Pramel19
PRAMEF25,Pramel39
PRAMEF25,Gm7982
PRAMEF25,Pramel21
PRAMEF25,Pramel43
PRAMEF25,Pramel31
PRAMEF25,Pramel20
PRAMEF25,E330014E10Rik
PRAMEF25,Pramel40
PRAMEF25,Pramel24
PRAMEF25,Pramel11
PRAMEF25,Pramel48
PRAMEF25,Pramel35
PRAMEF25,Pramel50
PRAMEF25,Pramel17
PRAMEF25,Gm3286
PRAMEF25,Pramel45
PRAMEF25,Pramel13
PRAMEF25,Pramel37
PRAMEF26,Pramel31
PRAMEF26,Pramel35
PRAMEF26,Pramel28
PRAMEF26,Pramel11
PRAMEF26,Pramel32
PRAMEF26,Pramel17
PRAMEF26,Pramel24
PRAMEF26,Pramel33
PRAMEF26,Pramel50
PRAMEF26,Gm13102
PRAMEF26,Pramel16
PRAMEF26,Pramel18
PRAMEF26,Pramel46
PRAMEF26,Pramel34
PRAMEF26,Pramel30
PRAMEF26,Gm6367
PRAMEF26,Pramel43
PRAMEF26,Pramel40
PRAMEF26,Pramel37
PRAMEF26,Pramel20
PRAMEF26,Gm3183
PRAMEF26,Pramel19
PRAMEF26,Pramel45
PRAMEF26,Pramel41
PRAMEF26,Gm16513
PRAMEF26,Pramel48
PRAMEF26,Pramel44
PRAMEF26,Pramel5
PRAMEF26,Pramel21
PRAMEF26,Pramel47
PRAMEF26,Pramel49
PRAMEF26,Pramel13
PRAMEF26,Gm6351
PRAMEF26,Gm7982
PRAMEF26,Gm3286
PRAMEF26,Pramel42
PRAMEF26,Pramel38
PRAMEF26,E330014E10Rik
PRAMEF26,Pramel36
PRAMEF26,Pramel39
PRAMEF27,Pramel49
PRAMEF27,Pramel45
PRAMEF27,E330014E10Rik
PRAMEF27,Pramel40
PRAMEF27,Pramel36
PRAMEF27,Pramel37
PRAMEF27,Pramel34
